ApplNo,ProductNo,Form,Strength,ReferenceDrug,DrugName,ActiveIngredient,ReferenceStandard,
019810,2,"CAPSULE, DELAYED REL PELLETS;ORAL",40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PRILOSEC,OMEPRAZOLE,0,
019810,3,"CAPSULE, DELAYED REL PELLETS;ORAL",10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PRILOSEC,OMEPRAZOLE,0,
019813,1,"FILM, EXTENDED RELEASE;TRANSDERMAL",100MCG/HR,1,DURAGESIC-100,FENTANYL,0,
019813,2,"FILM, EXTENDED RELEASE;TRANSDERMAL",75MCG/HR,1,DURAGESIC-75,FENTANYL,0,
019813,3,"FILM, EXTENDED RELEASE;TRANSDERMAL",50MCG/HR,1,DURAGESIC-50,FENTANYL,0,
019813,4,"FILM, EXTENDED RELEASE;TRANSDERMAL",25MCG/HR,1,DURAGESIC-25,FENTANYL,0,
019813,5,"FILM, EXTENDED RELEASE;TRANSDERMAL",12.5MCG/HR,1,DURAGESIC-12,FENTANYL,0,
019813,6,"FILM, EXTENDED RELEASE;TRANSDERMAL",37.5MCG/HR,1,DURAGESIC-37,FENTANYL,0,
019814,1,SOLUTION/DROPS;OPHTHALMIC,0.25%,1,BETAGAN,LEVOBUNOLOL HYDROCHLORIDE,0,
019815,1,TABLET;ORAL,2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROAMATINE,MIDODRINE HYDROCHLORIDE,0,
019815,2,TABLET;ORAL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROAMATINE,MIDODRINE HYDROCHLORIDE,0,
019815,3,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PROAMATINE,MIDODRINE HYDROCHLORIDE,0,
019816,1,"CAPSULE, EXTENDED RELEASE;ORAL",200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ORUVAIL,KETOPROFEN,0,
019816,2,"CAPSULE, EXTENDED RELEASE;ORAL",150MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ORUVAIL,KETOPROFEN,0,
019816,3,"CAPSULE, EXTENDED RELEASE;ORAL",100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ORUVAIL,KETOPROFEN,0,
019817,1,INJECTABLE;INJECTION,5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,IV PERSANTINE,DIPYRIDAMOLE,0,
019818,1,INJECTABLE;INJECTION,250 UNITS/ML,0,ADAGEN,PEGADEMASE BOVINE,0,
019819,1,SOLUTION;TOPICAL,0.10%,0,LOCOID,HYDROCORTISONE BUTYRATE,0,
019821,1,CAPSULE;ORAL,10MG,1,SORIATANE,ACITRETIN,0,
019821,2,CAPSULE;ORAL,25MG,1,SORIATANE,ACITRETIN,0,
019821,3,CAPSULE;ORAL,17.5MG,1,SORIATANE,ACITRETIN,0,
019821,4,CAPSULE;ORAL,22.5MG,1,SORIATANE,ACITRETIN,0,
019822,1,SPONGE;TOPICAL,4%,0,BIOSCRUB,CHLORHEXIDINE GLUCONATE,0,
019824,1,SUSPENSION;TOPICAL,0.77%,1,LOPROX,CICLOPIROX,1,
019826,1,INJECTABLE;INJECTION,40MG/100ML,1,THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE,1,
019826,2,INJECTABLE;INJECTION,80MG/100ML,1,THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE,1,
019826,3,INJECTABLE;INJECTION,160MG/100ML,1,THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE,1,
019826,4,INJECTABLE;INJECTION,200MG/100ML,0,THEOPHYLLINE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE,0,
019826,5,INJECTABLE;INJECTION,400MG/100ML,0,THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE,0,
019826,6,INJECTABLE;INJECTION,320MG/100ML,1,THEOPHYLLINE 0.32% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE,1,
019828,1,CREAM;TOPICAL,EQ 1% BASE,1,OXISTAT,OXICONAZOLE NITRATE,1,
019829,1,INJECTABLE;INJECTION,N/A,1,CERETEC,TECHNETIUM TC-99M EXAMETAZIME KIT,1,
019830,2,INJECTABLE;INJECTION,200MG/100ML,0,LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE,0,
019830,3,INJECTABLE;INJECTION,400MG/100ML,0,LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE,0,
019830,4,INJECTABLE;INJECTION,800MG/100ML,0,LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE,0,
019832,3,FOR SOLUTION;TOPICAL,5%,1,SULFAMYLON,MAFENIDE ACETATE,0,
019833,2,SUSPENSION;ORAL,100MG/5ML,0,CHILDREN'S ADVIL,IBUPROFEN,0,
019834,1,"TABLET, EXTENDED RELEASE;ORAL",5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PLENDIL,FELODIPINE,0,
019834,2,"TABLET, EXTENDED RELEASE;ORAL",10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PLENDIL,FELODIPINE,0,
019834,4,"TABLET, EXTENDED RELEASE;ORAL",2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PLENDIL,FELODIPINE,0,
019835,3,TABLET;ORAL,5MG,1,ZYRTEC ALLERGY,CETIRIZINE HYDROCHLORIDE,0,
019835,4,TABLET;ORAL,10MG,1,ZYRTEC ALLERGY,CETIRIZINE HYDROCHLORIDE,1,
019835,5,TABLET;ORAL,5MG,1,ZYRTEC HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,0,
019835,6,TABLET;ORAL,10MG,1,ZYRTEC HIVES RELIEF,CETIRIZINE HYDROCHLORIDE,0,
019836,1,INJECTABLE;INJECTION,EQ 0.2MG BASE/ML,0,SUPPRELIN,HISTRELIN ACETATE,0,
019836,2,INJECTABLE;INJECTION,EQ 0.5MG BASE/ML,0,SUPPRELIN,HISTRELIN ACETATE,0,
019836,3,INJECTABLE;INJECTION,EQ 1MG BASE/ML,0,SUPPRELIN,HISTRELIN ACETATE,0,
019837,1,INJECTABLE;INJECTION,400MG/100ML,0,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,BRETYLIUM TOSYLATE,0,
019837,2,INJECTABLE;INJECTION,200MG/100ML,0,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,BRETYLIUM TOSYLATE,0,
019839,1,TABLET;ORAL,EQ 50MG BASE,1,ZOLOFT,SERTRALINE HYDROCHLORIDE,0,
019839,2,TABLET;ORAL,EQ 100MG BASE,1,ZOLOFT,SERTRALINE HYDROCHLORIDE,1,
019839,3,TABLET;ORAL,EQ 150MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ZOLOFT,SERTRALINE HYDROCHLORIDE,0,
019839,4,TABLET;ORAL,EQ 200MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ZOLOFT,SERTRALINE HYDROCHLORIDE,0,
019839,5,TABLET;ORAL,EQ 25MG BASE,1,ZOLOFT,SERTRALINE HYDROCHLORIDE,0,
019841,1,INJECTABLE;INJECTION,5mCi/0.5ML,1,INDIUM IN 111 CHLORIDE,INDIUM IN-111 CHLORIDE,1,
019842,1,SUSPENSION;ORAL,100MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MOTRIN,IBUPROFEN,0,
019843,1,INJECTABLE;INJECTION,5GM/100ML;30MG/100ML;37MG/100ML;370MG/100ML;530MG/100ML;500MG/100ML,0,ISOLYTE S IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE,0,
019844,1,INJECTABLE;INJECTION,5GM/100ML;30MG/100ML;97MG/100ML;220MG/100ML;140MG/100ML,0,ISOLYTE H IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,0,
019845,1,SUSPENSION/DROPS;OPHTHALMIC,EQ 0.25% BASE,1,BETOPTIC S,BETAXOLOL HYDROCHLORIDE,1,
019847,1,INJECTABLE;INJECTION,400MG/40ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CIPRO,CIPROFLOXACIN,0,
019847,2,INJECTABLE;INJECTION,200MG/20ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CIPRO,CIPROFLOXACIN,0,
019847,3,INJECTABLE;INJECTION,1200MG/120ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,CIPRO,CIPROFLOXACIN,0,
019849,1,SOLUTION/DROPS;OPHTHALMIC,0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,DAPIPRAZOLE HYDROCHLORIDE,DAPIPRAZOLE HYDROCHLORIDE,0,
019851,1,TABLET;ORAL,5MG,1,LOTENSIN,BENAZEPRIL HYDROCHLORIDE,0,
019851,2,TABLET;ORAL,10MG,1,LOTENSIN,BENAZEPRIL HYDROCHLORIDE,0,
019851,3,TABLET;ORAL,20MG,1,LOTENSIN,BENAZEPRIL HYDROCHLORIDE,0,
019851,4,TABLET;ORAL,40MG,1,LOTENSIN,BENAZEPRIL HYDROCHLORIDE,1,
019853,1,CAPSULE;ORAL,250MG,1,CUPRIMINE,PENICILLAMINE,1,
019853,2,CAPSULE;ORAL,125MG,0,CUPRIMINE,PENICILLAMINE,0,
019854,1,TABLET;ORAL,250MG,1,DEPEN,PENICILLAMINE,1,
019855,1,CREAM;TOPICAL,5%,1,ELIMITE,PERMETHRIN,0,
019856,1,"TABLET, EXTENDED RELEASE;ORAL",50MG;200MG,1,SINEMET CR,CARBIDOPA; LEVODOPA,0,
019856,2,"TABLET, EXTENDED RELEASE;ORAL",25MG;100MG,1,SINEMET CR,CARBIDOPA; LEVODOPA,0,
019857,1,INJECTABLE;INJECTION,200MG/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN,0,
019857,2,INJECTABLE;INJECTION,400MG/200ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN,0,
019858,1,INJECTABLE;INJECTION,200MG/100ML,0,CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CIPROFLOXACIN,0,
019860,1,TABLET;ORAL,2MG,1,IMODIUM A-D,LOPERAMIDE HYDROCHLORIDE,1,
019862,1,INJECTABLE;INJECTION,2mCi/0.2ML,1,INDICLOR,INDIUM IN-111 CHLORIDE,0,
019863,1,INJECTABLE;INJECTION,EQ 0.05MG BASE/AMP **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,GEREF,SERMORELIN ACETATE,0,
019864,1,INJECTABLE;INJECTION,37MG/100ML;5GM/100ML;31MG/100ML;120MG/100ML;330MG/100ML;88MG/100ML,0,ISOLYTE R IN DEXTROSE 5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,0,
019865,1,TABLET;ORAL,80MG,1,BETAPACE,SOTALOL HYDROCHLORIDE,0,
019865,2,TABLET;ORAL,160MG,1,BETAPACE,SOTALOL HYDROCHLORIDE,1,
019865,3,TABLET;ORAL,240MG,1,BETAPACE,SOTALOL HYDROCHLORIDE,0,
019865,4,TABLET;ORAL,320MG,0,BETAPACE,SOTALOL HYDROCHLORIDE,0,
019865,5,TABLET;ORAL,120MG,1,BETAPACE,SOTALOL HYDROCHLORIDE,0,
019867,1,INJECTABLE;INJECTION,35MG/100ML;5GM/100ML;30MG/100ML;74MG/100ML;640MG/100ML;500MG/100ML;74MG/100ML,0,ISOLYTE E IN DEXTROSE 5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE,0,
019869,1,LIQUID;N/A,100%,1,STERILE WATER FOR INJECTION IN PLASTIC CONTAINER,STERILE WATER FOR INJECTION,1,
019870,1,INJECTABLE;INJECTION,5GM/100ML;150MG/100ML;130MG/100ML;280MG/100ML;91MG/100ML,0,ISOLYTE M IN DEXTROSE 5% IN PLASTIC CONTAINER,"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",0,
019872,1,"TABLET, EXTENDED RELEASE;ORAL",650MG,1,TYLENOL,ACETAMINOPHEN,1,
019872,2,"TABLET, EXTENDED RELEASE;ORAL",650MG,1,TYLENOL,ACETAMINOPHEN,1,
019873,1,INJECTABLE;INJECTION,5GM/100ML;31MG/100ML;130MG/100ML;26MG/100ML;320MG/100ML,0,ISOLYTE P IN DEXTROSE 5% IN PLASTIC CONTAINER,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE",0,
019879,2,INJECTABLE;INJECTION,200MG/ML,0,ORNIDYL,EFLORNITHINE HYDROCHLORIDE,0,
019880,1,INJECTABLE;INJECTION,50MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PARAPLATIN,CARBOPLATIN,0,
019880,2,INJECTABLE;INJECTION,150MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PARAPLATIN,CARBOPLATIN,0,
019880,3,INJECTABLE;INJECTION,450MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PARAPLATIN,CARBOPLATIN,0,
019881,1,CREAM;VAGINAL,2%,0,BUTOCONAZOLE NITRATE,BUTOCONAZOLE NITRATE,0,
019882,1,INJECTABLE;INJECTION,N/A,1,TECHNESCAN MAG3,TECHNETIUM TC-99M MERTIATIDE KIT,1,
019884,1,INJECTABLE;INTRAVENOUS,100MG/ML,1,MESNEX,MESNA,1,
019885,1,TABLET;ORAL,EQ 5MG BASE,1,ACCUPRIL,QUINAPRIL HYDROCHLORIDE,0,
019885,2,TABLET;ORAL,EQ 10MG BASE,1,ACCUPRIL,QUINAPRIL HYDROCHLORIDE,0,
019885,3,TABLET;ORAL,EQ 20MG BASE,1,ACCUPRIL,QUINAPRIL HYDROCHLORIDE,0,
019885,4,TABLET;ORAL,EQ 40MG BASE,1,ACCUPRIL,QUINAPRIL HYDROCHLORIDE,1,
019886,1,"SPRAY, METERED;NASAL",EQ 0.2MG BASE/SPRAY,1,SYNAREL,NAFARELIN ACETATE,1,
019887,1,FOR SOLUTION;INHALATION,300MG/VIAL,1,NEBUPENT,PENTAMIDINE ISETHIONATE,1,
019887,2,FOR SOLUTION;INHALATION,600MG/VIAL,0,NEBUPENT,PENTAMIDINE ISETHIONATE,0,
019888,1,TABLET;ORAL,12.5MG;20MG,1,ZESTORETIC,HYDROCHLOROTHIAZIDE; LISINOPRIL,1,
019888,2,TABLET;ORAL,25MG;20MG,1,ZESTORETIC,HYDROCHLOROTHIAZIDE; LISINOPRIL,1,
019888,3,TABLET;ORAL,12.5MG;10MG,1,ZESTORETIC,HYDROCHLOROTHIAZIDE; LISINOPRIL,0,
019890,1,"SPRAY, METERED;NASAL",1MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,STADOL,BUTORPHANOL TARTRATE,0,
019891,1,SOLUTION;ORAL,5MG/5ML,1,DILAUDID,HYDROMORPHONE HYDROCHLORIDE,1,
019892,1,TABLET;ORAL,8MG,1,DILAUDID,HYDROMORPHONE HYDROCHLORIDE,1,
019892,2,TABLET;ORAL,4MG,1,DILAUDID,HYDROMORPHONE HYDROCHLORIDE,0,
019892,3,TABLET;ORAL,2MG,1,DILAUDID,HYDROMORPHONE HYDROCHLORIDE,0,
019893,1,INJECTABLE;INJECTION,70GM/100ML,1,DEXTROSE 70% IN PLASTIC CONTAINER,DEXTROSE,1,
019894,1,INJECTABLE;INJECTION,50GM/100ML,0,DEXTROSE 50% IN PLASTIC CONTAINER,DEXTROSE,0,
019897,1,IMPLANT;IMPLANTATION,36MG/IMPLANT,0,NORPLANT,LEVONORGESTREL,0,
019898,2,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,PRAVACHOL,PRAVASTATIN SODIUM,0,
019898,3,TABLET;ORAL,20MG,1,PRAVACHOL,PRAVASTATIN SODIUM,0,
019898,4,TABLET;ORAL,40MG,1,PRAVACHOL,PRAVASTATIN SODIUM,0,
019898,8,TABLET;ORAL,80MG,1,PRAVACHOL,PRAVASTATIN SODIUM,0,
019899,1,TABLET;ORAL,200MG;30MG,0,SINE-AID IB,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,0,
019901,1,CAPSULE;ORAL,1.25MG,1,ALTACE,RAMIPRIL,0,
019901,2,CAPSULE;ORAL,2.5MG,1,ALTACE,RAMIPRIL,0,
019901,3,CAPSULE;ORAL,5MG,1,ALTACE,RAMIPRIL,0,
019901,4,CAPSULE;ORAL,10MG,1,ALTACE,RAMIPRIL,1,
019904,1,INJECTABLE;INJECTION,14.9MG/ML,1,POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,1,
019904,2,INJECTABLE;INJECTION,29.8MG/ML,1,POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,1,
019904,3,INJECTABLE;INJECTION,2.24GM/100ML,1,POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,1,
019904,4,INJECTABLE;INJECTION,2.98GM/100ML,1,POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,1,
019904,5,INJECTABLE;INJECTION,746MG/100ML,1,POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,1,
019904,6,INJECTABLE;INJECTION,1.49GM/100ML,1,POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER,POTASSIUM CHLORIDE,1,
019906,1,CAPSULE;ORAL,25MG,1,ANAFRANIL,CLOMIPRAMINE HYDROCHLORIDE,1,
019906,2,CAPSULE;ORAL,50MG,1,ANAFRANIL,CLOMIPRAMINE HYDROCHLORIDE,0,
019906,3,CAPSULE;ORAL,75MG,1,ANAFRANIL,CLOMIPRAMINE HYDROCHLORIDE,0,
019907,1,SOLUTION/DROPS;OPHTHALMIC,0.30%,1,OPTIPRANOLOL,METIPRANOLOL HYDROCHLORIDE,0,
019908,1,TABLET;ORAL,5MG,1,AMBIEN,ZOLPIDEM TARTRATE,0,
019908,2,TABLET;ORAL,10MG,1,AMBIEN,ZOLPIDEM TARTRATE,1,
019909,1,SUSPENSION;ORAL,200MG/5ML,1,ZOVIRAX,ACYCLOVIR,1,
019910,1,SOLUTION;ORAL,50MG/5ML,1,RETROVIR,ZIDOVUDINE,1,
019912,1,"AEROSOL, METERED;INHALATION",0.90%,1,BRONCHO SALINE,SODIUM CHLORIDE,0,
019915,2,TABLET;ORAL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MONOPRIL,FOSINOPRIL SODIUM,0,
019915,3,TABLET;ORAL,20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MONOPRIL,FOSINOPRIL SODIUM,0,
019915,4,TABLET;ORAL,40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MONOPRIL,FOSINOPRIL SODIUM,0,
019916,1,INJECTABLE;INJECTION,1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MORPHINE SULFATE,MORPHINE SULFATE,0,
019916,2,INJECTABLE;INJECTION,5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,MORPHINE SULFATE,MORPHINE SULFATE,0,
019917,1,INJECTABLE;INJECTION,0.5MG/ML,0,MORPHINE SULFATE,MORPHINE SULFATE,0,
019918,1,LOTION;TOPICAL,1%,1,NIX,PERMETHRIN,1,
019919,1,SUPPOSITORY;RECTAL,500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ROWASA,MESALAMINE,0,
019921,1,SOLUTION/DROPS;OPHTHALMIC,0.30%,1,OCUFLOX,OFLOXACIN,1,
019922,1,INJECTABLE;INJECTION,EQ 10MG BASE/ML,1,CORLOPAM,FENOLDOPAM MESYLATE,1,
019926,1,CAPSULE;ORAL,50MG,1,HEXALEN,ALTRETAMINE,0,
019927,1,SHAMPOO;TOPICAL,2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,NIZORAL,KETOCONAZOLE,0,
019928,1,INJECTABLE;INJECTION,N/A,0,CARDIOTEC,TECHNETIUM TC-99M TEBOROXIME KIT,0,
019931,1,LOTION;TOPICAL,10%,1,KLARON,SULFACETAMIDE SODIUM,1,
019933,1,SOLUTION;IRRIGATION,20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML,0,LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,0,
019937,2,INJECTABLE;INJECTION,3MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ADENOCARD,ADENOSINE,0,
019938,1,INJECTABLE;INJECTION,100 UNITS/ML,0,NOVOLIN R,INSULIN RECOMBINANT HUMAN,0,
019940,1,CREAM;TOPICAL,10%,0,ACTINEX,MASOPROCOL,0,
019941,1,CREAM;TOPICAL,2.5%;2.5%,1,EMLA,LIDOCAINE; PRILOCAINE,1,
019942,1,INJECTABLE;INJECTION,30%,1,INTRALIPID 30%,SOYBEAN OIL,1,
019943,2,INJECTABLE; INJECTION,3.75MG,0,LUPRON DEPOT,LEUPROLIDE ACETATE,,
019946,1,INJECTABLE;INJECTION,EQ 1MG BASE/ML,0,NUROMAX,DOXACURIUM CHLORIDE,0,
019949,1,TABLET;ORAL,50MG,1,DIFLUCAN,FLUCONAZOLE,0,
019949,2,TABLET;ORAL,100MG,1,DIFLUCAN,FLUCONAZOLE,0,
019949,3,TABLET;ORAL,200MG,1,DIFLUCAN,FLUCONAZOLE,1,
019949,4,TABLET;ORAL,150MG,1,DIFLUCAN,FLUCONAZOLE,0,
019950,1,INJECTABLE;INJECTION,200MG/100ML (2MG/ML),1,DIFLUCAN IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE,0,
019950,2,INJECTABLE;INJECTION,200MG/100ML (2MG/ML),1,DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE,0,
019950,3,INJECTABLE;INJECTION,200MG/100ML (2MG/ML),1,DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER,FLUCONAZOLE,0,
019950,4,INJECTABLE;INJECTION,400MG/200ML (2MG/ML),1,DIFLUCAN IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,FLUCONAZOLE,0,
019950,5,INJECTABLE;INJECTION,400MG/200ML (2MG/ML),1,DIFLUCAN IN DEXTROSE 5% IN PLASTIC CONTAINER,FLUCONAZOLE,0,
019950,6,INJECTABLE;INJECTION,400MG/200ML (2MG/ML),1,DIFLUCAN IN SODIUM CHLORIDE 0.9%,FLUCONAZOLE,0,
019951,1,INJECTABLE;INJECTION,10MG/ML,1,RETROVIR,ZIDOVUDINE,1,
019952,1,INJECTABLE;INJECTION,"4,000 UNITS/100ML",1,"HEPARIN SODIUM 20,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,1,
019952,4,INJECTABLE;INJECTION,"5,000 UNITS/100ML",1,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,1,
019952,5,INJECTABLE;INJECTION,"10,000 UNITS/100ML",1,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,1,
019953,1,INJECTABLE;INJECTION,200 UNITS/100ML,1,"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM,1,
019955,1,TABLET;ORAL,0.1MG,1,DDAVP,DESMOPRESSIN ACETATE,0,
019955,2,TABLET;ORAL,0.2MG,1,DDAVP,DESMOPRESSIN ACETATE,1,
019957,1,OINTMENT;TOPICAL,0.005% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CUTIVATE,FLUTICASONE PROPIONATE,0,
019958,1,CREAM;TOPICAL,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,CUTIVATE,FLUTICASONE PROPIONATE,0,
019959,1,INJECTABLE;INJECTION,100 UNITS/ML,0,NOVOLIN N,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,0,
019961,2,INJECTABLE;INJECTION,25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,0,GANITE,GALLIUM NITRATE,0,
019962,1,"TABLET, EXTENDED RELEASE;ORAL",EQ 50MG TARTRATE,1,TOPROL-XL,METOPROLOL SUCCINATE,1,
019962,2,"TABLET, EXTENDED RELEASE;ORAL",EQ 100MG TARTRATE,1,TOPROL-XL,METOPROLOL SUCCINATE,0,
019962,3,"TABLET, EXTENDED RELEASE;ORAL",EQ 200MG TARTRATE,1,TOPROL-XL,METOPROLOL SUCCINATE,1,
019962,4,"TABLET, EXTENDED RELEASE;ORAL",EQ 25MG TARTRATE,1,TOPROL-XL,METOPROLOL SUCCINATE,0,
019963,1,CREAM;TOPICAL,0.05%,1,RENOVA,TRETINOIN,0,
019964,1,CREAM;VAGINAL,0.8% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TERAZOL 3,TERCONAZOLE,0,
019966,1,SOLUTION;TOPICAL,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,TEMOVATE,CLOBETASOL PROPIONATE,0,
019967,1,CREAM;TOPICAL,0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,1,ULTRAVATE,HALOBETASOL PROPIONATE,0,
019968,1,OINTMENT;TOPICAL,0.05%,1,ULTRAVATE,HALOBETASOL PROPIONATE,0,
019970,1,INJECTABLE;INJECTION,10MG/100ML,1,NITROGLYCERIN IN DEXTROSE 5%,NITROGLYCERIN,1,
019970,2,INJECTABLE;INJECTION,20MG/100ML,1,NITROGLYCERIN IN DEXTROSE 5%,NITROGLYCERIN,1,
